Row,SectorANZSIC,Sector,SectorGroup,Fuel,FuelGroup,Technology,TechnologyGroup,EndUse,EndUseGroup,Transport,Period,PeriodEndDate,TJ
2350,F36,Wholesale Trade - Food,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,10.364534
2351,F36,Wholesale Trade - Food,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,10.96872
2352,G41,Retail Trade - Food,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,186.928887
2353,G41,Retail Trade - Food,Commercial,Natural Gas,Fossil Fuels,Cooking Ovens,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2017,31/12/2017,410.244596
2354,G41,Retail Trade - Food,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,16.364634
2355,J,Information Media and Telecommunications,Commercial,Natural Gas,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,28.074684
2356,Z001,Residential,Residential,Natural Gas,Fossil Fuels,Gas Water Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,2776.558979
2357,Z001,Residential,Residential,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,3784.202086
2358,Z001,Residential,Residential,Natural Gas,Fossil Fuels,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2017,31/12/2017,261.53505
2359,Z001,Residential,Residential,Diesel,Fossil Fuels,Internal Combustion Engine (Recreational Marine)  ,Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,3228.600258
2360,C14,Wood Product Manufacturing,Industrial,Wood,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,18498.43964
2361,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Wood,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,6717.576327
2362,E,Construction,Industrial,Diesel,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,615.59987
2363,B,Mining,Industrial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,3990.670246
2364,B,Mining,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,1364.425746
2365,B,Mining,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2017,31/12/2017,27.184721
2366,B,Mining,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,112.043967
2367,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,2753.313882
2368,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,46.468715
2369,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2017,31/12/2017,4.349946
2370,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,3.137071
2371,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,309.265736
2372,H,Accommodation and Food Services,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,988.031568
2373,H,Accommodation and Food Services,Commercial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2017,31/12/2017,1533.120971
2374,H,Accommodation and Food Services,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2017,31/12/2017,215.226712
2375,H,Accommodation and Food Services,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2017,31/12/2017,51.859973
2376,H,Accommodation and Food Services,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,205.789883
2377,H,Accommodation and Food Services,Commercial,Electricity,Electricity,Cooking Elements,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2017,31/12/2017,405.432569
2378,H,Accommodation and Food Services,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,147.160237
2379,H,Accommodation and Food Services,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,1145.58485
2380,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,11.894554
2381,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2017,31/12/2017,711.244672
2382,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,84.089808
2383,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2017,31/12/2017,672.525276
2384,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2017,31/12/2017,282.847534
2385,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,402.565809
2386,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,115.21987
2387,C14,Wood Product Manufacturing,Industrial,Fuel Oil,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,51.841726
2388,C113,Dairy Product Manufacturing,Industrial,LPG,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,394.21
2389,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Geothermal,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,4201.737358
2390,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,15.315439
2391,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,1.867412
2392,C14,Wood Product Manufacturing,Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,312.1191
2393,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,260.558469
2394,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,29.851333
2395,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,0.139861
2396,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,5.985099
2397,O753,Local Government Administration,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,52.296448
2398,O76,Defence,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,35.822727
2399,O76,Defence,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,85.171826
2400,"R, S","Arts, Recreational and Other Services",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,1.08203
2401,"R, S","Arts, Recreational and Other Services",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,28.587923
2402,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Wholesale and Retail Trade - Non Food,Commercial,Coal,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,476.550073
2403,F36,Wholesale Trade - Food,Commercial,Coal,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,3.470178
2404,G41,Retail Trade - Food,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,17.977404
2405,G41,Retail Trade - Food,Commercial,Coal,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,21.38551
2406,H,Accommodation and Food Services,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,2.436692
2407,H,Accommodation and Food Services,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,6.227631
2408,H,Accommodation and Food Services,Commercial,Coal,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,0.839252
2409,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,0.47843
2410,E,Construction,Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,
2411,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,367.642727
2412,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,110.390725
2413,C14,Wood Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,477.372565
2414,C14,Wood Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,240.076717
2415,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,2754.453082
2416,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,983.94052
2417,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2017,31/12/2017,194.866277
2418,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,0.485258
2419,H,Accommodation and Food Services,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,426.160621
2420,H,Accommodation and Food Services,Commercial,Natural Gas,Fossil Fuels,Cooking Ovens,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2017,31/12/2017,382.75074
2421,H,Accommodation and Food Services,Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,775.760742
2422,H,Accommodation and Food Services,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,425.470344
2423,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,101.282925
2424,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,2.31035
2425,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,2.31035
2426,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,13.479678
2427,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,13.479678
2428,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2017,31/12/2017,184.195006
2429,Q,Health Care and Social Assistance,Commercial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2017,31/12/2017,5.692021
2430,Q,Health Care and Social Assistance,Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2017,31/12/2017,14.945497
